name,group,tag,ok,units,method,note,unit_rows,unit_gas,unit_cg,glue_rows,glue_gas,op_rows,op_gas,op_cg,witness_bytes_per_unit
BYTE,arith,p1b,True,2995,"straight-line Δ(K − K/2 units, equal code length)",index 31,135.79165275459098,11.0,12.344695704962817,83.23333333333335,8,52.558319421257636,3.0,17.519439807085877,
EXP/exp256,arith,p1b,True,2000,"straight-line Δ(K − K/2 units, equal code length)","base 2^256-1, exponent 256-bit (gas 10+50*32)",27627.785,1618.0,17.075268850432632,83.23333333333335,8,27544.551666666666,1610.0,17.10841718426501,
PUSH2/deep1000,stack,px2,True,500,"straight-line Δ(K − K/2 units, equal code length)",,51.002,3.0,17.000666666666667,0,0,51.002,3.0,17.000666666666667,
EXP/exp8,arith,p1b,True,2995,"straight-line Δ(K − K/2 units, equal code length)",exponent 1 byte (gas 60),1095.1135225375626,68.0,16.10461062555239,83.23333333333335,8,1011.8801892042293,60.0,16.86466982007049,
CREATE/init48K,create,p2c,True,165,"straight-line Δ(K − K/2 units, equal code length)","initcode 49152B, returns empty",574438.9212121213,35085.0,16.37277814485168,125.28971434922752,9,574313.6314977721,35076.0,16.373407215696545,
XOR,arith,p1b,True,2991,"straight-line Δ(K − K/2 units, equal code length)",top=0xffffffffff.. second=0x7fffffffff..,131.85088599130725,11.0,11.986444181027933,83.23333333333335,8,48.6175526579739,3.0,16.2058508859913,
PUSH0-POP,stack,px2,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,59.52,4.0,14.88,27.446666666666665,2,32.07333333333334,2.0,16.03666666666667,
EQ,arith,p1b,True,2991,"straight-line Δ(K − K/2 units, equal code length)",top=0xffffffffff.. second=0x7fffffffff..,130.76730190571715,11.0,11.887936536883377,83.23333333333335,8,47.5339685723838,3.0,15.8446561907946,
OR,arith,p1b,True,2991,"straight-line Δ(K − K/2 units, equal code length)",top=0xffffffffff.. second=0x7fffffffff..,130.42861919090606,11.0,11.857147199173278,83.23333333333335,8,47.19528585757271,3.0,15.731761952524238,
CLZ/full,arith,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,130.768,10.0,13.0768,53.413333333333334,5,77.35466666666667,5.0,15.470933333333335,
AND,arith,p1b,True,2991,"straight-line Δ(K − K/2 units, equal code length)",top=0xffffffffff.. second=0x7fffffffff..,128.36476094951522,11.0,11.6695237226832,83.23333333333335,8,45.13142761618187,3.0,15.043809205393956,
RETURNDATASIZE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,57.403,4.0,14.35075,27.446666666666665,2,29.956333333333333,2.0,14.978166666666667,
BASEFEE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,56.771,4.0,14.19275,27.446666666666665,2,29.324333333333335,2.0,14.662166666666668,
TSTORE,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,1384.2996666666666,106.0,13.059430817610062,55.786666666666676,6,1328.513,100.0,13.285129999999999,
PUSH3-POP,stack,px2,True,2399,"straight-line Δ(K − K/2 units, equal code length)",,67.23676531888287,5.0,13.447353063776573,27.446666666666665,2,39.79009865221621,3.0,13.263366217405403,
PC,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.96933333333333,4.0,13.492333333333333,27.446666666666665,2,26.522666666666666,2.0,13.261333333333333,
NUMBER,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.961666666666666,4.0,13.490416666666667,27.446666666666665,2,26.515,2.0,13.2575,
CALLVALUE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.93266666666667,4.0,13.483166666666667,27.446666666666665,2,26.486000000000004,2.0,13.243000000000002,
TIMESTAMP,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.90133333333333,4.0,13.475333333333333,27.446666666666665,2,26.454666666666668,2.0,13.227333333333334,
CHAINID,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.77733333333333,4.0,13.444333333333333,27.446666666666665,2,26.330666666666666,2.0,13.165333333333333,
SWAP1,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,38.971666666666664,3.0,12.990555555555556,0,0,38.971666666666664,3.0,12.990555555555554,
CALLDATASIZE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,52.75566666666667,4.0,13.188916666666668,27.446666666666665,2,25.309000000000005,2.0,12.654500000000002,
MSIZE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,52.33133333333333,4.0,13.082833333333333,27.446666666666665,2,24.884666666666668,2.0,12.442333333333334,
PUSH0/deep1000,stack,px2,True,500,"straight-line Δ(K − K/2 units, equal code length)","straight-line, stack grows to 1000",24.672,2.0,12.336,0,0,24.672,2.0,12.336,
CODESIZE,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,52.00066666666667,4.0,13.000166666666667,27.446666666666665,2,24.554000000000002,2.0,12.277000000000001,
PUSH1/deep1000,stack,px2,True,500,"straight-line Δ(K − K/2 units, equal code length)",,36.692,3.0,12.230666666666666,0,0,36.692,3.0,12.230666666666666,
POP,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus PUSH0,56.025666666666666,4.0,14.006416666666667,32.07333333333334,2,23.95233333333333,2.0,11.976166666666664,
ISZERO,arith,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,89.11133333333333,8.0,11.138916666666667,53.413333333333334,5,35.698,3.0,11.899333333333333,
IDENTITY/8192B,precompile,p2c,True,1498,"straight-line Δ(K − K/2 units, equal code length)",8192B input,10684.006675567423,902.0,11.844796757835281,188.04566666666665,19,10495.961008900756,883.0,11.886705559344005,
SWAP16,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,35.64266666666666,3.0,11.880888888888888,0,0,35.64266666666666,3.0,11.880888888888888,
NOT,arith,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,88.946,8.0,11.11825,53.413333333333334,5,35.532666666666664,3.0,11.844222222222221,
GASLIMIT,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,51.115,4.0,12.77875,27.446666666666665,2,23.668333333333337,2.0,11.834166666666668,
GAS,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,50.35966666666667,4.0,12.589916666666667,27.446666666666665,2,22.913000000000004,2.0,11.456500000000002,
GAS-POP,env,px2,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,49.98733333333333,4.0,12.496833333333333,27.446666666666665,2,22.540666666666667,2.0,11.270333333333333,
PUSH2-POP,stack,px2,True,2999,"straight-line Δ(K − K/2 units, equal code length)",,61.143047682560855,5.0,12.22860953651217,27.446666666666665,2,33.69638101589419,3.0,11.232127005298063,
RIPEMD160/8192B,precompile,p2c,True,189,"straight-line Δ(K − K/2 units, equal code length)",8192B input,351789.48677248677,31439.0,11.189588942793561,188.04566666666665,19,351601.4411058201,31420.0,11.190370499866967,
RIPEMD160/1024B,precompile,p2c,True,1283,"straight-line Δ(K − K/2 units, equal code length)",1024B input,50710.26188620421,4559.0,11.12311074494499,188.04566666666665,19,50522.21621953754,4540.0,11.128241458047917,
PUSH1,stack,p1b,True,500,"straight-line Δ(K − K/2 units, equal code length)",,32.84,3.0,10.946666666666667,0,0,32.84,3.0,10.946666666666667,
RIPEMD160/0B,precompile,p2c,True,1499,"straight-line Δ(K − K/2 units, equal code length)",0B input,7690.7758505670445,719.0,10.696489361011189,188.04566666666665,19,7502.730183900378,700.0,10.71818597700054,
TX/transfer-existing-deep7,tx,p3,True,200,"whole-block Δ(2n − n), pruned deep witness",21000-gas transfer to existing EOA,223628.925,21000.0,10.64899642857143,0,0,223628.925,21000.0,10.648996428571428,2341.44
SSTORE/warm-dirty,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)","same slot rewritten (100 gas after first), pre-state slot 1 = 0",1095.8133333333333,106.0,10.337861635220126,55.786666666666676,6,1040.0266666666666,100.0,10.400266666666667,
TX/transfer-new-deep7,tx,p3,True,200,"whole-block Δ(2n − n), pruned deep witness",21000-gas ETH transfer to a new account: sig verify + sender/recipient paths + receipt + post-root,217107.7,21000.0,10.338461904761905,0,0,217107.7,21000.0,10.338461904761905,2205.44
EXTCODECOPY/32B,state,p1b,True,2397,"straight-line Δ(K − K/2 units, equal code length)","warm self, 32B",1170.0575719649562,115.0,10.174413669260488,110.44666666666667,12,1059.6109052982895,103.0,10.287484517459122,
PUSH2/deep200,stack,px2,True,100,"straight-line Δ(K − K/2 units, equal code length)",,29.98,3.0,9.993333333333334,0,0,29.98,3.0,9.993333333333334,
SIGNEXTEND,arith,p1b,True,2995,"straight-line Δ(K − K/2 units, equal code length)","top=value, second=byte index 0",132.48914858096828,13.0,10.19147296776679,83.23333333333335,8,49.25581524763493,5.0,9.851163049526985,
EXP/exp2^255,arith,p1b,True,2000,"straight-line Δ(K − K/2 units, equal code length)","exponent 2^255 (gas 1610, sparse bits)",15895.8505,1618.0,9.824382262051916,83.23333333333335,8,15812.617166666667,1610.0,9.821501345755694,
DUP3,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,56.69533333333333,5.0,11.339066666666668,27.446666666666665,2,29.248666666666665,3.0,9.749555555555554,
PUSH1/deep200,stack,px2,True,100,"straight-line Δ(K − K/2 units, equal code length)",,28.32,3.0,9.44,0,0,28.32,3.0,9.44,
PUSH1-POP,stack,px2,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,55.766666666666666,5.0,11.153333333333334,27.446666666666665,2,28.32,3.0,9.44,
EXTCODEHASH,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",warm (self),994.738,105.0,9.473695238095239,53.413333333333334,5,941.3246666666668,100.0,9.413246666666668,
EXTCODESIZE/warm-big,state,p2c,True,3000,"straight-line Δ(K − K/2 units, equal code length)","warm, 24KB code",987.6526666666666,105.0,9.406215873015872,53.413333333333334,5,934.2393333333333,100.0,9.342393333333334,
DUP2,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,55.34,5.0,11.068,27.446666666666665,2,27.893333333333338,3.0,9.29777777777778,
DUP7,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,55.113,5.0,11.0226,27.446666666666665,2,27.666333333333334,3.0,9.222111111111111,
DUP4,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,55.112,5.0,11.0224,27.446666666666665,2,27.665333333333336,3.0,9.22177777777778,
RIPEMD160/32B,precompile,p2c,True,1499,"straight-line Δ(K − K/2 units, equal code length)",32B input,7734.88859239493,839.0,9.219175914654267,188.04566666666665,19,7546.842925728263,820.0,9.203466982595444,
DUP5-POP,stack,px2,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,54.991,5.0,10.9982,27.446666666666665,2,27.544333333333334,3.0,9.181444444444445,
DUP16,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,54.922333333333334,5.0,10.984466666666666,27.446666666666665,2,27.47566666666667,3.0,9.158555555555557,
DUP6-POP,stack,px2,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,54.879666666666665,5.0,10.975933333333334,27.446666666666665,2,27.433,3.0,9.144333333333334,
EXTCODESIZE,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)","warm (self, code ~24KB)",961.887,105.0,9.16082857142857,53.413333333333334,5,908.4736666666666,100.0,9.084736666666666,
DUP1,stack,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",minus POP,53.413333333333334,5.0,10.682666666666666,27.446666666666665,2,25.96666666666667,3.0,8.655555555555557,
BALANCE,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",warm (self),914.2333333333333,105.0,8.706984126984127,53.413333333333334,5,860.82,100.0,8.6082,
MCOPY/1024B,memory,p1b,True,2998,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0; dst 16K,886.4162775183455,108.0,8.207558125169866,82.83500000000001,9,803.5812775183455,99.0,8.116982601195408,
SLOAD,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)","warm, slot 1 (nonexistent)",771.7013333333333,105.0,7.349536507936508,53.413333333333334,5,718.288,100.0,7.18288,
MCOPY/8192B,memory,p1b,True,1000,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0; dst 16K,5371.503,780.0,6.886542307692308,82.83500000000001,9,5288.668,771.0,6.859491569390402,
JUMP,control,p1b,True,2399,"straight-line Δ(K − K/2 units, equal code length)",PUSH2 target JUMP JUMPDEST; target patched by assembler,107.97248853689037,12.0,8.997707378074198,58.71171434922752,4,49.26077418766285,8.0,6.157596773457856,
SLOAD/cold-existing,state,p2c,True,2706,"straight-line Δ(K − K/2 units, equal code length)",cold existing slot (2100); storage trie of 2000 slots,12277.039911308204,2105.0,5.832322998246178,61.143047682560855,5,12215.896863625643,2100.0,5.81709374458364,
CALL/cold-empty,state,p2c,True,414,"straight-line Δ(K − K/2 units, equal code length)","cold nonexistent target, no value (2600); tiny trie",14962.038647342995,2617.0,5.717248241246845,317.3697186544343,17,14644.668928688561,2600.0,5.632564972572523,
CALL/invalid,call,p2c,True,1089,"straight-line Δ(K − K/2 units, equal code length)","callee INVALID, 1000 gas stipend burned",6419.002754820936,1123.0,5.715941900998162,226.81304768256086,23,6192.1897071383755,1100.0,5.629263370125796,
JUMPI/not-taken,control,p1b,True,2399,"straight-line Δ(K − K/2 units, equal code length)",cond 0,121.95664860358482,15.0,8.13044324023899,65.76971434922753,5,56.1869342543573,10.0,5.61869342543573,
CODECOPY/1024B,memory,p1b,True,2999,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0,629.702900966989,108.0,5.830582416361009,82.83500000000001,9,546.8679009669889,99.0,5.5239181915857465,
CALLDATACOPY/1024B,memory,p1b,True,2999,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0,628.7559186395465,108.0,5.821814061477283,82.83500000000001,9,545.9209186395465,99.0,5.514352713530773,
JUMPI/taken,control,p1b,True,1714,"straight-line Δ(K − K/2 units, equal code length)",PUSH1 1 PUSH2 t JUMPI JUMPDEST,138.58401400233373,17.0,8.15200082366669,87.03171434922753,7,51.5522996531062,10.0,5.15522996531062,
TX/transfer-same-target,tx,p3,True,200,"whole-block Δ(2n − n), pruned deep witness","21000-gas transfers, all to one warm account: pure per-tx overhead (sig, nonce, receipt)",101944.115,21000.0,4.854481666666667,0,0,101944.115,21000.0,4.854481666666667,0.0
BLOCKHASH/out,env,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",out of range,144.94366666666667,25.0,5.797746666666667,53.413333333333334,5,91.53033333333335,20.0,4.5765166666666675,
SLOAD/cold-empty,state,p2c,True,2399,"straight-line Δ(K − K/2 units, equal code length)","cold, nonexistent slot (2100); empty storage trie",9591.529387244685,2105.0,4.556546027194625,61.143047682560855,5,9530.386339562125,2100.0,4.538279209315298,
BALANCE/cold,state,p2c,True,522,"straight-line Δ(K − K/2 units, equal code length)",cold nonexistent (2600); tiny trie,11722.38122605364,2605.0,4.499954405394871,134.46238532110092,5,11587.918840732538,2600.0,4.456891861820207,
RETURNDATACOPY/8192B,memory,p2c,True,2995,"straight-line Δ(K − K/2 units, equal code length)","returndata 8KB, memory pre-expanded",3460.0347245409016,780.0,4.435941954539618,82.83500000000001,9,3377.1997245409016,771.0,4.380284986434373,
TX/calldata-zero,tx,p3,True,128,"whole-block Δ(2n − n), pruned deep witness",per KB of zero calldata (EIP-7623 floor 10 gas/byte),44366.3359375,10240.0,4.332649993896484,0,0,44366.3359375,10240.0,4.332649993896484,0.0
EXTCODECOPY/cold-big,state,p2c,True,444,"straight-line Δ(K − K/2 units, equal code length)","first is cold, rest warm — 24KB copy each (3/word)",10534.686936936936,2414.0,4.363996245624249,204.85876633699513,10,10329.828170599942,2404.0,4.296933515224602,
SSTORE/cold-new-deep6,state,p3,True,250,"whole-block Δ(2n − n), pruned deep witness","zero→nonzero (22100), deep storage trie: reveal + post-root insert",94512.88,22106.0,4.275440151994934,62.01638101589419,6,94450.8636189841,22100.0,4.273794733890684,1657.632
CODECOPY/8192B,memory,p1b,True,1000,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0,3376.473,780.0,4.328811538461538,82.83500000000001,9,3293.638,771.0,4.271904020752269,
CALLDATACOPY/8192B,memory,p1b,True,1000,"straight-line Δ(K − K/2 units, equal code length)",memory pre-expanded; src 0,3344.033,780.0,4.287221794871795,82.83500000000001,9,3261.198,771.0,4.229828793774319,
CALL/cold-new-value-deep7,state,p3,True,200,"whole-block Δ(2n − n), pruned deep witness",1 wei to new account (36600): exclusion reveal + post-root leaf insert,124372.11,34318.0,3.6241071740777433,313.61638532110095,18,124058.4936146789,34300.0,3.6168657030518627,2205.44
ECRECOVER,precompile,p2c,True,1499,"straight-line Δ(K − K/2 units, equal code length)",valid sig (3000),10498.63242161441,3119.0,3.3660251431915387,188.04566666666665,19,10310.586754947743,3100.0,3.3259957274024976,
EXTCODECOPY/8KB,state,p1b,True,1000,"straight-line Δ(K − K/2 units, equal code length)","warm self, 8KB",2958.343,880.0,3.361753409090909,110.44666666666667,12,2847.896333333333,868.0,3.2809865591397847,
KECCAK256/0B,arith,p1b,True,2999,"straight-line Δ(K − K/2 units, equal code length)",empty input (30 gas),168.00166722240746,38.0,4.421096505852828,83.23333333333335,8,84.76833388907411,30.0,2.8256111296358037,
LOG0/8KB-whole,log,p3,True,100,"whole-block Δ(2n − n), pruned deep witness",LOG0 with 8KB data: exec + receipt RLP/bloom/receipt-root (whole block),175574.22,65916.0,2.6636054979064263,65.76971434922753,5,175508.45028565076,65911.0,2.662809702259877,0.0
SELFDESTRUCT/cold-benef,state,p2c,True,226,"straight-line Δ(K − K/2 units, equal code length)",CALL(100) + SELFDESTRUCT 5000 + cold beneficiary 2600; zero balance,19875.818584070796,7731.0,2.570924664864933,605.8171039755354,26,19270.00148009526,7705.0,2.5009735859954914,
TLOAD,state,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)",,283.98633333333333,105.0,2.704631746031746,53.413333333333334,5,230.573,100.0,2.30573,
TLOAD/distinct,state,p2c,True,2399,"straight-line Δ(K − K/2 units, equal code length)",,289.6202584410171,105.0,2.758288175628734,61.143047682560855,5,228.47721075845624,100.0,2.2847721075845624,
EXTCODEHASH/cold,state,p2c,True,522,"straight-line Δ(K − K/2 units, equal code length)",cold nonexistent; tiny trie,3223.2988505747126,2605.0,1.2373508063626537,134.46238532110092,5,3088.8364652536115,2600.0,1.1880140250975428,
EXTCODESIZE/cold,state,p2c,True,522,"straight-line Δ(K − K/2 units, equal code length)",cold nonexistent; tiny trie,3190.653256704981,2605.0,1.224818908523985,134.46238532110092,5,3056.1908713838798,2600.0,1.1754580274553383,
TX/calldata-nonzero,tx,p3,True,64,"whole-block Δ(2n − n), pruned deep witness",per KB of 0xff calldata (floor 40 gas/byte),43515.015625,40960.0,1.0623783111572265,0,0,43515.015625,40960.0,1.0623783111572265,0.0
CALL/value-existing,call,p2c,True,850,"straight-line Δ(K − K/2 units, equal code length)","warm, 1 wei to existing account (9000-2300)",6712.529411764706,6822.0,0.9839532998775588,215.65733333333333,22,6496.872078431373,6800.0,0.9554223644752019,
LOG4/0B,log,p1b,True,1500,"straight-line Δ(K − K/2 units, equal code length)","4 topics, 0 bytes data",1599.842,1893.0,0.845135763338616,165.67000000000002,18,1434.172,1875.0,0.7648917333333334,
LOG3/0B,log,p1b,True,2000,"straight-line Δ(K − K/2 units, equal code length)","3 topics, 0 bytes data",1268.528,1515.0,0.8373122112211221,138.05833333333334,15,1130.4696666666666,1500.0,0.7536464444444444,
LOG2/0B,log,p1b,True,2399,"straight-line Δ(K − K/2 units, equal code length)","2 topics, 0 bytes data",949.4793664026678,1137.0,0.8350742008818538,110.44666666666667,12,839.0326997360011,1125.0,0.7458068442097787,
CREATE2/empty,create,p2c,True,180,"straight-line Δ(K − K/2 units, equal code length)","initcode 1B, distinct salts",23004.73888888889,32020.0,0.7184490596155181,153.60971434922752,12,22851.129174539663,32008.0,0.713919306877645,
LOG1/0B,log,p1b,True,2999,"straight-line Δ(K − K/2 units, equal code length)","1 topics, 0 bytes data",602.974324774925,759.0,0.7944325754610342,82.83500000000001,9,520.139324774925,750.0,0.6935190996998999,
CREATE/empty,create,p2c,True,180,"straight-line Δ(K − K/2 units, equal code length)",initcode STOP (1B) → empty-code account; exec-only,15102.394444444444,32011.0,0.471787649384413,119.91333333333333,9,14982.48111111111,32002.0,0.46817327389260394,
CALL/cold-new-value,state,p2c,True,161,"straight-line Δ(K − K/2 units, equal code length)","cold new account + 1 wei (36600); exec-only, account creation lands in post_root",14369.366459627328,34318.0,0.4187122343850845,313.61638532110095,18,14055.750074306228,34300.0,0.4097886319039717,
LOG0/0B,log,p1b,True,3000,"straight-line Δ(K − K/2 units, equal code length)","0 topics, 0 bytes data",184.793,381.0,0.4850209973753281,55.223333333333336,6,129.56966666666668,375.0,0.34551911111111117,
SSTORE/cold-new,state,p2c,True,268,"straight-line Δ(K − K/2 units, equal code length)","cold zero→nonzero (22100); exec-only, trie insert lands in post_root",5719.992537313433,22106.0,0.2587529420661102,62.01638101589419,6,5657.976156297539,22100.0,0.2560170206469475,
LOG4/1024B,log,p1b,True,600,"straight-line Δ(K − K/2 units, equal code length)","4 topics, 1024 bytes data",2062.95,10085.0,0.20455627169062965,165.67000000000002,18,1897.2799999999997,10067.0,0.1884652826065362,
CREATE/deploy24K,create,p2c,True,1,"straight-line Δ(K − K/2 units, equal code length)",deploys 24576 zero bytes (200/byte deposit),763961.0,4950672.0,0.15431460617871676,125.28971434922752,9,763835.7102856508,4950663.0,0.15428957904944263,
LOG0/1024B,log,p1b,True,600,"straight-line Δ(K − K/2 units, equal code length)","0 topics, 1024 bytes data",688.105,8573.0,0.08026420156304677,55.223333333333336,6,632.8816666666667,8567.0,0.07387436286525816,
BLOCKHASH/256-ancestors,env,p3,True,128,"whole-block Δ(2n − n), pruned deep witness",Δ = 255 extra ancestor headers revealed (hashed) + distinct lookups; gas Δ 0 → see rows/header,44776.1953125,0.0,,0,0,44776.1953125,0.0,,0.0
